id,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
64032,0,tcp,http,SF,310,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,252,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
79441,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,43,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,anomaly
34035,0,tcp,http,SF,196,1540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,13,0.0,0.0,0.0,0.0,1.0,0.0,0.23,11,255,1.0,0.0,0.09,0.01,0.0,0.0,0.0,0.0,normal
53723,0,tcp,http,SF,341,790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,12,1.0,0.0,0.5,0.67,0.0,0.08,0.5,0.83,normal
111188,0,tcp,http,SF,288,849,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,normal
110218,3,tcp,smtp,SF,1917,374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15,129,0.93,0.13,0.07,0.02,0.0,0.0,0.0,0.0,normal
4497,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,7,1.0,1.0,0.0,0.0,0.03,0.06,0.0,255,10,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
90756,0,tcp,http,SF,200,7908,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,53,0.0,0.0,0.0,0.0,1.0,0.0,0.09,144,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
50648,1,tcp,smtp,SF,1337,490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,78,185,0.71,0.05,0.01,0.01,0.0,0.01,0.0,0.0,normal
8181,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,240,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,anomaly
96679,0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,13,0.0,0.0,1.0,1.0,0.05,0.06,0.0,255,13,0.05,0.07,0.0,0.0,0.0,0.0,1.0,1.0,anomaly
41999,0,tcp,courier,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,20,1.0,1.0,0.0,0.0,0.18,0.05,0.0,255,8,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
788,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,322,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,219,0.86,0.01,0.86,0.0,0.0,0.0,0.0,0.0,anomaly
58281,0,tcp,http,SF,311,8711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,141,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal
25780,0,tcp,courier,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,16,1.0,1.0,0.0,0.0,0.15,0.05,0.0,255,16,0.06,0.04,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
82346,66,tcp,telnet,SF,277,734,0,0,0,2,0,1,1,1,0,0,4,2,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33,2,0.06,0.09,0.03,0.0,0.03,0.5,0.0,0.0,normal
6188,0,tcp,smtp,SF,950,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,178,159,0.68,0.03,0.01,0.01,0.0,0.0,0.0,0.0,normal
35577,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,anomaly
80957,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,145,0.57,0.01,0.57,0.0,0.0,0.0,0.0,0.0,anomaly
98158,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,214,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,214,0.84,0.01,0.84,0.0,0.0,0.0,0.0,0.0,anomaly
21971,0,udp,private,SF,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,244,204,0.84,0.01,0.84,0.0,0.0,0.0,0.0,0.0,anomaly
31670,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,224,0.88,0.02,0.88,0.0,0.0,0.0,0.0,0.0,anomaly
119578,0,tcp,supdup,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,4,1.0,1.0,0.0,0.0,0.02,0.06,0.0,255,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
89040,0,tcp,http,SF,297,12605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22,255,1.0,0.0,0.05,0.03,0.05,0.0,0.0,0.0,normal
83006,0,tcp,http,SF,331,1721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,15,0.0,0.0,0.0,0.0,1.0,0.0,0.47,37,255,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,normal
123531,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,1.0,1.0,0.0,0.0,0.03,0.09,0.0,255,12,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
89560,3,tcp,auth,SF,13,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,223,1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,normal
22380,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,39,238,1.0,0.0,0.03,0.24,0.0,0.0,1.0,1.0,normal
52032,0,tcp,bgp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,1,1.0,1.0,0.0,0.0,0.0,0.07,0.0,255,1,0.0,0.06,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
108605,0,tcp,http,SF,246,1701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
100788,0,tcp,http,SF,185,13670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38,255,1.0,0.0,0.03,0.02,0.05,0.01,0.0,0.0,normal
92556,0,tcp,hostnames,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,8,1.0,1.0,0.0,0.0,0.04,0.07,0.0,255,9,0.04,0.08,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
59382,0,tcp,uucp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,1.0,1.0,0.0,0.0,0.05,0.06,0.0,255,5,0.02,0.04,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
47188,0,tcp,exec,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,1.0,1.0,0.0,0.0,0.01,0.06,0.0,255,1,0.0,0.06,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
75217,10,udp,domain_u,SF,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0.0,0.0,0.0,0.0,1.0,0.0,0.17,255,249,0.98,0.01,0.12,0.0,0.0,0.0,0.0,0.0,normal
55770,0,tcp,http,SF,210,286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,12,0.0,0.0,0.12,0.08,1.0,0.0,0.25,67,255,1.0,0.0,0.01,0.03,0.0,0.0,0.01,0.01,normal
80669,0,tcp,http,SF,300,13020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
33870,0,tcp,supdup,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,25,1.0,1.0,0.0,0.0,0.1,0.05,0.0,255,25,0.1,0.05,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
9468,0,udp,domain_u,SF,45,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,85,0.0,0.0,0.0,0.0,1.0,0.0,0.02,245,190,0.78,0.02,0.0,0.0,0.0,0.0,0.0,0.0,normal
29596,0,tcp,http,SF,322,236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
44063,0,tcp,http,SF,205,365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,228,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,normal
34,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.31,0.28,0.0,0.0,0.0,0.29,1.0,anomaly
38049,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,12,1.0,1.0,0.0,0.0,0.04,0.06,0.0,255,14,0.05,0.08,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
118273,0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,6,1.0,1.0,0.0,0.0,0.02,0.06,0.0,255,6,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
29539,0,tcp,smtp,SF,844,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30,140,0.73,0.13,0.03,0.01,0.0,0.0,0.0,0.0,normal
90920,0,icmp,urp_i,SF,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.0,0.0,0.0,0.0,0.6,0.4,0.0,255,89,0.35,0.01,0.44,0.0,0.0,0.0,0.0,0.0,normal
96689,0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,16,1.0,1.0,0.0,0.0,0.06,0.05,0.0,255,16,0.06,0.05,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
116169,0,tcp,http,SF,304,2571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,130,255,1.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0,normal
32183,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,1.0,1.0,0.0,0.0,0.07,0.12,0.0,255,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
93550,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,5,1.0,1.0,0.0,0.0,0.04,0.08,0.0,255,5,0.02,0.08,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
78252,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,7,1.0,1.0,0.0,0.0,0.03,0.06,0.0,255,7,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
115486,0,tcp,http,SF,325,835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,26,0.0,0.0,0.0,0.0,1.0,0.0,0.08,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
30548,0,tcp,klogin,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,20,1.0,1.0,0.0,0.0,0.19,0.07,0.0,255,20,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
24089,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.64,0.63,0.0,0.0,0.0,0.63,1.0,anomaly
78009,0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,163,0.0,0.0,0.0,0.0,0.99,0.02,0.01,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
62979,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,107,0.42,0.02,0.42,0.0,0.0,0.0,0.0,0.0,anomaly
3236,0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,3,1.0,1.0,0.0,0.0,0.01,0.07,0.0,255,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
69313,0,tcp,mtp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,1.0,1.0,0.0,0.0,0.22,0.11,0.0,255,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
118750,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,19,1.0,1.0,0.0,0.0,0.07,0.05,0.0,255,19,0.07,0.05,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
37836,0,tcp,http,SF,196,1532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
110082,0,tcp,netstat,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,24,1.0,1.0,0.0,0.0,0.13,0.04,0.0,255,24,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
31863,0,tcp,uucp_path,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,11,1.0,1.0,0.0,0.0,0.04,0.06,0.0,255,6,0.02,0.09,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
81306,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,11,0.9,0.0,0.0,0.0,0.1,0.06,0.0,255,11,0.04,0.96,0.04,0.0,0.09,0.0,0.87,0.0,anomaly
110947,0,tcp,http,SF,243,609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,239,255,1.0,0.0,0.0,0.02,0.0,0.0,0.15,0.2,normal
80415,0,tcp,netstat,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,13,0.0,0.0,1.0,1.0,0.05,0.07,0.0,255,13,0.05,0.08,0.0,0.0,0.0,0.0,1.0,1.0,anomaly
19444,0,udp,other,SF,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.2,0.6,0.0,255,1,0.0,0.47,0.93,0.0,0.0,0.0,0.0,0.0,normal
79680,0,tcp,bgp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,13,1.0,1.0,0.0,0.0,0.05,0.06,0.0,255,13,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
75315,0,tcp,http,SF,195,1227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,35,0.0,0.0,0.0,0.0,1.0,0.0,0.06,238,238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
105924,0,tcp,smtp,SF,1179,281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,244,128,0.52,0.02,0.0,0.02,0.01,0.02,0.0,0.0,normal
30759,0,tcp,domain,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,11,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,11,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,anomaly
115470,0,tcp,systat,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,9,1.0,1.0,0.0,0.0,0.04,0.07,0.0,255,9,0.04,0.09,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
40406,0,udp,domain_u,SF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,0.0,0.0,0.0,0.0,0.75,0.5,0.09,109,32,0.1,0.06,0.1,0.06,0.0,0.0,0.0,0.0,normal
87557,0,tcp,hostnames,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,14,1.0,1.0,0.0,0.0,0.1,0.06,0.0,255,8,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
45942,0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,232,0.0,0.0,0.0,0.0,1.0,0.0,0.02,255,198,0.78,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
81251,1,tcp,auth,SF,9,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,248,7,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,normal
105729,0,tcp,hostnames,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,7,0.0,0.0,1.0,1.0,0.03,0.06,0.0,255,7,0.03,0.07,0.0,0.0,0.0,0.0,1.0,1.0,anomaly
51812,0,tcp,http,SF,235,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.25,0.25,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
70797,0,tcp,smtp,SF,1294,385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,122,0.48,0.02,0.0,0.0,0.51,0.58,0.0,0.0,normal
35059,0,tcp,http,SF,252,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
69373,0,tcp,netstat,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,15,1.0,1.0,0.0,0.0,0.07,0.06,0.0,255,20,0.08,0.08,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
68056,0,tcp,smtp,SF,1454,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,205,198,0.73,0.02,0.0,0.01,0.0,0.0,0.0,0.0,normal
100909,0,tcp,smtp,SF,5214,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,14,149,0.86,0.14,0.07,0.01,0.0,0.01,0.0,0.0,normal
46320,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,5,1.0,1.0,0.0,0.0,0.02,0.07,0.0,255,5,0.02,0.09,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
95887,0,tcp,smtp,SF,1506,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,250,102,0.4,0.01,0.0,0.02,0.0,0.0,0.0,0.0,normal
18374,0,tcp,http,SF,371,5081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,13,0.0,0.0,0.0,0.0,1.0,0.0,0.15,74,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,normal
48730,0,tcp,http,SF,344,3156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,6,255,1.0,0.0,0.17,0.04,0.0,0.0,0.0,0.0,normal
44267,0,tcp,http,SF,340,422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
31062,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,27,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,anomaly
92182,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,66,2,0.02,1.0,0.02,1.0,0.0,0.0,0.91,1.0,anomaly
18371,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,1.0,1.0,0.0,0.0,0.18,0.12,0.0,255,46,0.18,0.03,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
21091,0,tcp,smtp,SF,1393,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114,82,0.72,0.05,0.01,0.0,0.02,0.02,0.0,0.0,normal
51344,0,tcp,iso_tsap,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,13,1.0,1.0,0.0,0.0,0.05,0.06,0.0,255,13,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
61932,0,tcp,http,SF,323,999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,14,0.0,0.0,0.0,0.0,1.0,0.0,0.14,32,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,normal
20352,0,tcp,http,SF,264,19085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.07,0.07,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
120756,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,14,1.0,1.0,0.0,0.0,0.07,0.06,0.0,255,15,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
73183,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,12,1.0,1.0,0.0,0.0,0.04,0.06,0.0,255,5,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
